abstract,label
"In this study, lithium bis(oxalato)borate (LiBOB) was used for the first time in a fluoride shuttle battery (FSB) to overcome the solubility problem of fluorine-based salts typically present in organic solvents. For this purpose, tetraglyme (G4) electrolytes containing CsF salt and LiBOB with three different concentrations (LiBOB0.06/CsF/G4, LiBOB0.25/CsF/G4, and LiBOB0.5/CsF/G4) were prepared. The effects of LiBOB on the electrochemical compatibility of the bismuth fluoride positive electrode were examined by cyclic voltammetry, charge-discharge tests, and alternating current impedance measurements. The related discharge and charge reactions were confirmed by X-ray diffractometry, whereas F-19 NMR and Raman spectroscopies were used to detect potential interactions in the various LiBOB/CsF/G4 systems. At the lowest and highest LiBOB concentrations (i.e., in LiBOB0.06/CsF/G4 and LiBOB0.5/CsF/G4, respectively), the electrolyte decomposition was dominant, whereas the intermediate concentration in LiBOB0.25/CsF/G4 was found to be the optimum condition and played a critical role in CsF solubility, allowing a successful fluoride shuttle-based redox reaction.",1
"Current Li-S battery technology has yet to reach the promise of high capacity and suffers rapid capacity fade due in large part to the dissolution and diffusion of polysulphide intermediates. The electrolyte plays a significant role here as well as in stabilizing the Li metal anode electrochemistry. In this work, a novel hybrid electrolyte system is investigated based on varying composition of N-methyl, N-propyl pyrrolidinium bisfluorosulfonimide (C(3)mpyrFSI) ionic liquid (IL) and 1,2-dimethoxy ether (DME) at the saturated concentration of LiFSI salt, demonstrating a most favorable performance for an 80:20 IL/DME composition (by weight). This electrolyte presented higher ionic conductivity and diffusivity while simultaneously improving the electrochemical behavior of Li metal plating and stripping. The ionic interactions among different species of the electrolyte have been studied by NMR spin lattice relaxation time (T-1) measurements, which indicated that Li-DME is likely to form chelation compounds, thereby breaking down the larger ionic aggregates and resulting in smaller solvation shell and higher ionic mobility. An ex situ polysulphide dissolution study indicated that the hybrid electrolyte is also efficient in eliminating polysulphide dissolution. Therefore, due to its ability to suppress polysulphide dissolution and enhance Li transport properties, while minimizing the volatile organic solvent component, the hybrid electrolyte system is an excellent candidate to further explore for future Li-S systems.",1
"Constructing the M-N-C (M = Fe, Co, etc.) with meso- and macroporous structures is an effective strategy for designing the high-performance catalysts towards oxygen reduction reaction (ORR). However, these structures can hardly be achieved via the pyrolysis of classic metal-organic frameworks. Herein, we prepare the CoFe nanoparticles with surface oxides dispersed in Co/Fe-N-C support via carbonizing melamine and ethylenediaminetetraacetic acid chelated with metal ions. This hybrid exhibits high proportions of meso- and macropores along with excellent ORR catalytic activity, as evidenced by the half-wave potentials of 0.91 and 0.61 V (vs. RHE) in 0.1 M KOH and 3.5 wt% NaCl, respectively. The Al/Mg-air batteries with this catalyst exhibit superior performance to those employing Pt/C, primarily derived from the enlarged pore diameters and the exposed ORR active sites substantially enhancing the air-electrode performance. Our study provides an avenue to broaden the pore sizes of M-N-C for boosting its ORR catalytic activity.",6
"The depletion of lithium and cobalt resources is pushing researchers to develop a more sustainable energy economy in the battery field. The growth of the electric vehicles market is increasing the demand of high energy density storage devices beyond lithium-ion technology. In this work the synthesis and characterization of innovative ionic liquid-based electrolytes for aluminum and magnesium conduction is described. The presence of the two elements shows a synergistic effect, which raises the electrochemical performance to levels that have never been reached by a single metal electrolyte. The interplay between composition, structure and interactions of the ionic species composing the electrolyte is studied. The twin electrolytes are able to deposit and strip simultaneously Mg and Al with a low overvoltage (50 mV), a Coulombic efficiency of 99.66% and lasting for more than 700 cycles. Finally, a prototype battery is assembled and tested under operating conditions.",6
"New and novel systems for the reversible electrochemical storage of energy are required to sustain the increasing global energy demands. Indeed the high cost, the intrinsic energy limits and the strategic aspects of lithium and lithium technology-related metals (e.g., Co) are prompting the research towards the development of battery systems based on novel chemistries. In this regard, light multivalent metals are considered the holy grail. Magnesium and aluminum, for example, can be considered one of the best choices due to their low reduction potential (-1.66 and -2.37 V vs. SHE for Al3+/Al and Mg2+/Mg, respectively), high volumetric and gravimetric theoretical capacities (2980 Ahbold dotkg-1 and 8046 Ahbold dotdm-3 for Al, and 2205 Ahbold dotkg-1 and 3832 Ahbold dotdm-3 for Mg), high abundance in the Earth's crust and low cost (1'925 and 2'700 $bold dotton-1 for Al and Mg, respectively) [1, 2]. The main roadblock to the development of these technologies is the discovery of efficient, stable and high-performing electrolytes. Ionic liquids have been demonstrated to be a good choice to be used as solvents in multivalent metal electrolytes, thanks to the low volatility and high solvating powers [3, 4]. Despite large efforts, there are no examples in the literature that demonstrate the advantage of the synergic effect of the coupling of Mg2+/Al3+ in the deposition and stripping processes. Moreover, the fundamental understanding of ion coordination in this novel class of electrolytes would be a cornerstone information necessary to reveal the conduction mechanism. In this work we study the properties of a family of hybrid Al/Mg electrolytes with formula [Pyr14Cl/(AlCl3)1.5]/(δ-MgCl2)x (x = 0, 0.056, 0.091 and 0.146), to foster the synergic effect of these two metals for application in multivalent metal secondary batteries. In this study we combine thermal analyses, vibrational, electric and nuclear magnetic spectroscopies to achieve a clear picture of the ionic coordination occurring in the proposed electrolytes and how ions are able to rearrange and form ionic coordination nanodomains. It is demonstrated that AlCl4- and Al2Cl7- species are formed, which act as ligands for δ-MgCl2 units. Thus, the Mg2+/Al3+ conduction occurs through the exchange of anionic species between the different ionic clusters. These phenomena are significantly correlated to the host medium dynamics of the IL matrix. The rise of the temperature results in an increased degree of disorder in the nanodomains, which modifies the long-range charge migration process. Finally, the electrochemical activity in the synergic Al/Mg alloy deposition and stripping is demonstrated.",6
"The 4,5-dicyano-2-trifluoromethyl-imidazolide (TDI-) anion is a potential lithium salt anion for lithium-ion batteries. In this paper the transport properties of LiTDI solutions in EC/DMC (50/50wt%) are compared to competing salts such as LiTFSI (lithium bis(trifluoromethylsulfonyl) imide), LiFAP (lithium tris(pentafluoroethane)-trifluorophosphate) and the most commonly used LiPF6 (lithium hexafluorophosphate). LiTDI in EC/DMC exhibits the lowest viscosity among the investigated electrolytes, but also the lowest conductivity: 6.84 mS cm(-1) at 25 degrees C (1 mol L-1). The self-diffusion coefficients (D(Li-7) and D (F-19)) determined by observing Li-7 and F-19 nuclei with the pulsed-gradient spin-echo (PGSE) NMR technique allowed access, through application of the Stokes-Einstein and Nernst-Einstein equations, to the lithium transference number (t(+)), the effective ionic radius and the ionic dissociation coefficient (alpha(D)) of LiTDI in EC/DMC. The ion-pair dissociation and t(+) were also determined using conductivity and viscosity measurements and by following the Bruce-Vincent method respectively and were in good agreement with those obtained by PGSE-NMR. LiTDI displays in EC/DMC a cationic transference number t(+)=0.58, which is higher than that of LiPF6 in the same solvent mixture, meaning that the mobility of the PF6- anion is higher than the larger TDI- anion. Still, results from both methods indicate that, LiTDI, as many other lithium salts is only partially dissociated in EC/DMC. Only 31% of the ion pairs are dissociated at 25 degrees C whereas for LiPF6, LiTFSI and LiFAP this number reaches at least 64% in 1 mol L-1 solutions. (C) 2015 Published by Elsevier Ltd.",4
"Developing security and next-generation battery systems have attracted much attention for fulfilled the green development requirements. Among of multivalent-ion batteries candidates, magnesium (Mg) batteries may be the most feasible choice due to its high electrode potential, large theoretical volume capacity, superior safety and abundant source. Nevertheless, the researches of rechargeable Mg batteries still remain at a nascent stage because of a significant challenge of the development of a suitable electrolyte with low flammability and cost, high conductivity, and compatibility with Mg anode. Another major obstacle is lack of an appropriate cathode hosts with large electrochemical window required for Mg2+ insertion. Therefore, recent studies are critical in developing advanced Mg electrolytes with high voltage windows (>4.0 V) and being compatible with Mg-metal anodes to overcome the above-mentioned issues. In this work, we introduce a review on the challenges, development and adopted promising strategies for Mg rechargeable batteries electrolytes. This comprehensive review covers all three classifications Mg-ion batteries electrolytes such as liquid state electrolytes (inorganic electrolytes, boron based electrolytes, magnesium organo-haloaluminate based electrolytes, phenolate or alkoxide salts based electrolytes and non-nucleophilic electrolytes), solid state electrolytes (inorganic solid electrolytes and polymeric electrolytes) and molten salts system (ionic liquid and high temperature molten salts), which can enable researchers to grasp the prevailing challenges, and motivate them to design novel electrolyte candidates for commercial application.",6
"Lithium-ion batteries have liquid electrolytes, which are corrosive and volatile, that would cause leakage and explosion during the rechargeable process at high temperatures. To overcome this problem, it is necessary to change the liquid electrolyte into a solid one, namely a solid polymer electrolyte. This work has prepared the solidpolymer electrolyte membranes by casting various 1-ethyl-3-tetrafluoroborate, [EMIm]BF4/Li+ ionic liquid, and PEO. In this study, [EMIm]BF4/Li+, a Li+ ion-attached ionic liquid, has been synthesized using a simple metathesis reaction between 1-ethyl- 3-methylimidazolium-bromide, [EMIm]Br, and lithium tetrafluoroborate, LiBF4 salt. [EMIm]Br has been synthesized from 1-methylimidazole and bromoethane precursors using Microwave Assisted Organic Synthesis (MAOS) method. The functional groups and structures of [EMIm]Br and [EMIm]BF4/Li+ have been confirmed by Fourier Transform Infrared (FTIR) and Nuclear Magnetic Resonance (NMR) spectra analysis. The analysis of ionic conductivities, crystallinities, mechanical properties, surface morphologies, and thermal stabilities have been confirmed by using Electrochemical Impedance Spectroscopy (EIS), X-ray Diffraction (XRD), and tensile tester, Scanning Electron Microscopy (SEM), and Thermogravimetry Analysis (TGA), respectively. The highest ionic conductivity is 1.83 x 10(-3) S.cm(-1) at room temperature for polymer electrolyte membrane with 16% weight of the [EMIm]BF4/Li+ ionic liquid and also exhibits good mechanical flexibility and thermal stability.",8
"The high self-corrosion rate of the aluminum anode in the alkaline electrolyte will greatly lower the anode utilization efficiency, and therefore shorten the life of the aluminum-air battery. We discover that the self-corrosion rate of Al-0.5Mg-0.08Sn alloy anode in 4 M NaOH electrolyte can be reduced by more than 90% by alloying trace (≤0.10 wt%) Ce or Sm. After alloying trace Ce or Sm, the discharge voltage of the Al-air battery is stabilized, and the anode utilization efficiency and energy density increase by ∼100%. The reduction of self-corrosion rate arises from the precipitated phase transformation from the Mg2Sn phase to the Ce5Sn3 phase or the Sm4Sn3 phase and the microstructure homogenization. This work provides a novel method to suppress the self-corrosion of primary Al-air batteries while maintaining the discharge voltage.",6
"Air-free electrolytic dealloying using non-aqueous electrolytes is a sustainable method for creating nanoporous Al (NP-Al) with highly reactive nanoscale-sized ligaments from Al-Mg parent alloys while simultaneously recovering the sacrificial Mg. However, this synthesis strategy is limited in versatility by the low number of available non-aqueous electrolytes that can conduct Mg ions and has so far only been proven to work with all-phenyl complex (APC) electrolyte derived from in situ reaction between two equivalents of Lewis base C₆H₅ClMg and one equivalent of Lewis acid AlCl3 in tetrahydrofuran (THF) solvent. Here we demonstrated that a new electrolyte consisting of MgCl2/AlCl3/Mg(TFSI)2 (or MACT) in glyme-based solvents recently introduced in the Mg-ion battery community can also be used to create NP-Al. This alternative electrolyte exhibits higher electrochemical performance than APC and can create ultrafine NP-Al with ≈ 6–14 nm ligament size, which is smaller than the ≈ 10–20 nm ligament size commonly achieved using APC.",6
"Compatibility of self-extinguishing property and electrochemical stability of electrolyte solutions containing organophosphorus compounds as flame retardants has been required for practical application of electrolyte solutions to lithium-ion batteries. By adding a Lewis acid, Ca2+, Mg2+, or Na+, to ethylene carbonate (EC)-based electrolyte solutions containing 50 vol.% trimethylphosphate or dimethyl methylphosphonate, the electrolyte solutions are able to suppress the co-intercalation of the organophosphorus compounds with Li+ into graphite. However, the coulombic efficiency in the first charge-discharge in a graphite/Li metal half-cell with an electrolyte solution depends on the species of the added Lewis acid and organophosphorus compound. The difference between the chemical-shift changes of the oxygen of the C=O bond in EC and the oxygen of the P=O bond in organophosphorus compounds in the oxygen-17 nuclear magnetic resonance (O-17 NMR) spectra of the electrolyte solutions was investigated. The investigation revealed that the difference in the acidities of the Lewis acids, electron-donating abilities of the organophosphorus compounds, and solvated structures with a Lewis acid affect the electrochemical stability of self-extinguishing electrolyte solutions. (C) The Author(s) 2018. Published by ECS.",2
"3, 3'-sulfonyldipropionitrile (SDPN) is structurally different from previously reported compounds and was studied as a film-forming additive for the LiMn2O4 cathode at elevated temperature. The retention capacity of the LiMn2O4/Li cell with the electrolyte (1.0M LiPF6-EC/DMC/EMC) containing 0.5 wt% SDPN cycled at 55 degrees C and increased significantly from 56.7% to 70.3% after 200 cycles. The SDPN is more easily oxidized than the solvents, and may take part in the formation of the interface layeon the cathode surface. The results of electrochemical impedance spectroscopy (EIS) and nuclear magnetic resonance spectroscopy (NMR) show that the solid electrolyte interphase (SEI) is gradually formed during cycling. The X-ray photoelectron spectroscopy (XPS) and transmission electron microscopy (TEM) data demonstrate that a thinner SEI with less inorganic degradation products can be formed on the surface of the LiMn2O4 cathode due to SDPN. (C) 2015 Elsevier Ltd. All rights reserved.",16
"Current commercial batteries are mainly metal based, with metal elements in charge carriers and/or electrode materials, which poses potential economic and environmental concerns due to the heavy use of nonrenewable metals. Thus, metal-free batteries present a unique opportunity as sustainable energy storage devices, though the relevant research is still in its infancy. Herein, we present an all-organic metal-free NH4+ ion full battery that can operate at a low temperature of 0 degrees C, by using polypyrrole (PPy) as the cathode, polyaniline (PANI) as the anode, and 19 m ammonium acetate aqueous solution as electrolyte. For the first time, PPy is demonstrated as a high-capacity host material for both NH4+ and K+ storage, when cycled in water in salt electrolytes (WiSEs). When tested in a three-electrode cell containing 25 m NH4CH3COO electrolyte, PPy exhibits an impressive capacity of 125 mA h g(-1) at a specific current of 1 A g(-1) and retains 43.61 mA h g(-1) at 25 A g(-1). Additionally, a full battery is assembled using the PPy cathode and PANI anode coupled with 19 m NH4CH3COO WiSE. This battery is found to deliver a capacity of 78.405 mA h g(-1) at 25 degrees C and 49.083 mA h g(-1) at 0 degrees C with a capacity retention of 71.83% after 200 cycles, demonstrating its potential for operations at low temperatures. Additionally, the physiochemical properties of NH4+-based WiSEs are examined by Raman and nuclear magnetic resonance (NMR) spectroscopies, to explore their electrochemical behaviors and the fundamental effect of salt concentration on the electrolyte characteristics. This study presents the first non-metal battery with potential for low-temperature applications and opens the door to future metal-free electronics that would generate long-term benefits to the environment.",2
"The cathodic deposition of poly(styrene sulfonate) on nanoarchitectured TiO2 electrodes is explored by cyclic voltammetry and potentiostatic and galvanostatic experiments, showing a diffusion-controlled deposition described by Cottrell's law. The structure and composition of the polymer is evidenced by various spectroscopic techniques, including nuclear magnetic resonance, Fourier transform infrared, and X-ray photoelectron spectroscopy, and its morphology is studied by scanning electron microscopy. The average chain length can be estimated from the NMR spectra. The electropolymerization mechanism initiates by radical anion formation. The cycling behavior in half-cell batteries against Li metal is excellent, especially at high rates explored up to 10 C. The areal insertion capacity is above recent literature results, up to 80 mu A h cm(-2). The combination of normalized areal power density and areal energy density is one of the best reported in the literature.",0
"Enhancing the electrochemical stability and reversibility of redox-active organic molecules is crucial to improve the performance of non-aqueous redox flow batteries (RFBs). Compared with the widely adopted strategy of molecular engineering, we show in this study that tuning the intermolecular interaction between the active material with the supporting electrolyte is another feasible way to address the performance of non-aqueous organic RFBs. Combined with theoretical and experimental investigations, the influence of Lewis acidity of the supporting electrolyte cations and anions on the electrochemical stability and reversibility of bipyridine-based anode material is revealed. As a demonstration, a redox flow cell based on 4,4 '-bipyridine anolyte and ferrocene catholyte shows greatly enhanced performance by using supporting electrolyte composed of soft Lewis acid and soft Lewis base. This study provides an alternative, yet highly effective way to addressing the cyclability of an organic compound for non-aqueous RFBs.",8
"Co-intercalation of Hexafluorophosphate(PF6-) and Bis(trifluoromethane sulfonyl)imide (TFSI-) anions as a result of the use of a mixed salt of LiPF6 and LiTFSI is studied for the increased performance of a dual-carbon battery (DCB). Unlike the fluorineor the imide-based anions (e.g., PF6- and TFSI-), the cluster formation between co intercalated PF6- and TFSI- in the positive electrode of a DCB results in achieving high discharge capacities with significantly increased cycle properties. A reversible discharge capacity of 85 mAh/g-cathode over 350 cycles with no significant degradation is presented. The Coulombic efficiency of almost 100% is reached after the initial 10 cycles and suitable rate property is also observed. F NMR analysis on graphitic carbon intercalated with PF6- and TFSI- suggests the interaction between two anions and ratio of intercalated PF6 and TFSIwas changed by applied voltage, resulting in the increased stability of the intercalated structure which is also supported by the first principles calculations.",4
"Polymeric ionic liquids (PILs) have stirred up great interest for their potential applications as electrolyte hosts in lithium metal batteries (LMBs) because of their desirable performance. In this work, PIL-based gel polymer electrolytes applied in lithium metal batteries (LMBs) at low-medium temperatures (25 degrees C, 30 degrees C and 40 degrees C) are first reported. A novel imidazolium-tetraalkylammonium-based dicationic polymeric ionic liquid, poly(N, N, N-trimethyl-N-(1-vinlyimidazolium-3-ethyl)-ammonium bis(trifluoromethanesulfonyl) imide) is successfully synthesized, and its structure and purity are confirmed by H-1 NMR, FTIR and elemental analysis. Subsequently, the ternary gel polymer electrolytes are prepared by blending the as-synthesized dicationic PIL as the polymer host with 1,2-dimethyl-3-ethoxyethyl imidazolium bis(trifluoromethanesulfonyl) imide (IM(2o2)11TFSI) ionic liquid and LiTFSI salt in different weight ratios. The PIL-LiTFSI-IM(2o2) 11TFSI electrolytes reveal low glass transition temperatures around -54 degrees C and high thermal stability to about 330 degrees C. Moreover, the ternary gel polymer electrolytes show good ion conductivity around 10(-4) S cm(-1) at low-medium temperatures, high electrochemical stability and good interfacial stability with lithium metal. Particularly, the Li/LiFePO4 cells assembled with polymer electrolytes at a rate of 0.1 C are able to deliver discharge capacities of about 160 mA h g(-1), 140 mA h g(-1) and 120 mA h g(-1) at 40 degrees C, 30 degrees C and 25 degrees C, respectively, with excellent capacity retention, as well as exhibiting acceptable rate capability. These findings reveal that dicationic PIL-based electrolytes have great potential for use as safe electrolytes in LMBs.",0
"The reversible electrochemical process (insertion/extraction) of lithium ions in graphitic carbon was monitored it? situ for the first time by Li-7 nuclear magnetic resonance (NMR) spectroscopy using a novel NMR apparatus. The compression coin cell battery imager is a simple device that combines the functions of an electrochemical cell and an NMR detector. A series of 7Li NMR spectra obtained for a blend of spherical and flaky disordered graphitic carbon particles revealed two distinct chemical shift signatures for the lithium ions that were inserted and extracted in the first electrochemical cycle. The lithium signal at similar to 50 ppm is consistent with the interplane sites for lithium ions on the sixfold axis between two stacked aromatic carbon rings aligned in registry. The second predominant lithium signal at similar to 12 ppm occurs in the chemical shift region reported for high-stage lithiated graphite and a dispersion of lithium-ion sites found in disordered carbon matrices. In addition, we observed chemical shift signatures similar to those assigned to Li-7 nuclei in lithium oxide, lithium carbonate, lithium alkyls, and lithium alkoxides that occur near 0 ppm and represent lithium nuclei that are irreversibly bound in the electrode/electrolyte interphase. An increase in intensity in the spectral region that is normally associated with irreversibly bound lithium was observed during the first discharge cycle, as anticipated. However, the same peaks in the spectrum unexpectedly diminished during the subsequent charge cycle, suggesting that the interphase between the carbon electrode and the electrolyte is built up over several cycles.",3
"The Li3VO4@C microsphere composite was first reported as a novel cathode material for rechargeable aluminum-ion batteries (AIBs), which manifests the initial discharge capacity of 137 mAh g(-1) and and remains at 48 mAh g(-1) after 100 cycles with almost 100% Coulombic efficiency. The detailed intercalation mechanism of Al into the orthorhombic Li3VO4 is investigated by ex situ X-ray diffraction (XRD) and X-ray photoelectron spectroscopy (XPS) of Li3VO4@C electrodes and the nuclear magnetic resonance aluminum spectroscopy (Al-27 NMR) of ionic liquid electrolytes in different discharge/charge states. First-principle calculations are also carried out to investigate the structural change as Al inserts into the framework of Li3VO4. It is revealed that the Al/Li3VO4@C battery goes through electrochemical dissolution and deposition of metallic aluminum in the anode, as well as the insertion and deinsertion of Al3+ cations in the cathode in the meantime. The rechargeable AIBs fabricated in this work are of low cost and high safety, which may make a step forward in the development of novel cathode materials based on the acidic ionic liquid electrolyte system.",0
"Lithium-ion batteries pose certain drawbacks and alternatives are highly demanded. Requirements such as low corrosiveness, electrochemical stability and suitable electrolytes can be met by magnesium-ion batteries. Metalation of carbazole with Mg in THF in the presence of ethyl bromide yields the sparingly soluble Hauser base [(thf)(3)Mg(Carb)Br] (1) which shows a Schlenk-type equilibrium with formation of [(thf)(3)Mg(Carb)(2)] and [(thf)(4)MgBr2]. A THF solution of 1 shows a low over-potential and a good cyclability of electrodeposition/-stripping of Mg on a Cu current collector. An improved performance is achieved with the turbo-Hauser bases [(thf)(Carb)Mg(mu-Br/X)(2)Li(thf)(2)] (X=Br (2) and Cl (3)) which show a significantly higher solubility in ethereal solvents. The THF solvation energies increase from (thf)(x)MgBr2 over (thf)(x)Mg(Carb)Br to (thf)(x)Mg(Carb)(2) for an equal number x of ligated THF molecules.",16
The effect of the addition of propylene carbonate (PC) on the ion transport behaviour of nanocomposite polymer electrolytes having composition of polyethylene oxide-hexafluorophosphoric acid-fumed silica has been studied. The ionic conductivity of 6.89x 10(-4) S cm(-1) at 298 K has been obtained for these electrolytes along with good mechanical and thermal properties. The variation of H-1 NMR linewidth with temperature shows line narrowing at the glass transition and melting temperature of the electrolytes which suggests the onset of long-range ion translational motion. The increase in ionic conductivity with the addition of PC is related to the transformation of these electrolytes to the amorphous phase which has been supported by X-ray diffraction results. The polymer electrolytes are thermally stable up to around 498 K and hence are suitable for various applications.,0
"New silane and siloxane compounds containing cyclic carbonate functional groups were synthesized and characterized. The compounds were prepared via two routes: hydrosilation of SiH containing siloxanes and alcoholysis of chlorosilanes with hydroxy-terminated oligoethers. The products were purified by distillation and solvent extraction and characterized using H-1, C-13, and Si-29 NMR. Upon doping with lithium bis(oxolato)borate (LiBOB), the conductivities of the compounds were determined. These carbonate compounds themselves did not show promising conductivities. However, when used as additives to silicone-containing oligoether electrolytes, the conductivities of the resulting mixtures were increased by up to 35%.",0
"The development of high-performance membrane materials for non-aqueous redox flow batteries (NAqRFBs) could unlock a milestone towards widespread commercialization of the technology. Understanding of transport phenomena through membrane materials requires diagnostic tools able to monitor the concentrations of redox active species. While membrane characterization in aqueous media focused the attention of the scientific community, dedicated efforts for non-aqueous electrolytes remain poorly developed. Here, we develop new methodologies to assess critical membrane properties, namely ion exchange capacity and species transport, applied to NAqRFBs. In the first part, we introduce a method based on F-19-NMR to quantify ion exchange capacity of membranes with hydrophobic anions commonly used in non-aqueous systems (e.g., PF6 (-) and BF4 (-)). We find a partial utilization of the ion exchange capacity compared to the values reported using traditional aqueous chemistry ions, possibly limiting the performance of NAqRFB systems. In the second part, we study mass transport with a microelectrode placed on the electrolyte tank. We determine TEMPO crossover rates through membranes by using simple calibration curves that relate steady-state currents at the microelectrode with redox active species concentration. Finally, we show the limitations of this approach in concentrated electrolyte systems, which are more representative of industrial flow battery operation.",16
"Two-electron transfer chemistry based on earth-abundant Mg and S offers great possibilities of delivering higher energy density than current Li-ion technology. The development of non-nucleophilic electrolytes that reversibly and efficiently plate and strip Mg is believed to be a major obstacle to the implementation of this divalent battery technology. In this study, we present a new type of organic magnesium borate-based electrolyte that primarily comprises tetrakis(hexafluoroisopropyl)borate anions [B(HFP)(4)](-) and solvated cations [Mg4Cl6(DME)(6)](2+), which was synthesized via a facile in situ reaction of tris(hexafluoroisopropyl)borate [B(HFP)(3)], MgCl2 and Mg powder in 1,2-dimethoxyethane (DME). Rigorous analyses including NMR, mass spectroscopy and single-crystal XRD were conducted to identify the equilibrium species in the abovementioned solution. The as-prepared Mg-ion electrolyte exhibited unprecedented Mg plating/stripping performance, such as high anodic stability up to 3.3 V (vs. Mg/Mg2+), high ionic conductivity of 5.58 mS cm(-1), a low overpotential of 0.11 V for plating processes and Coulombic efficiencies greater than 98%. By virtue of the non-nucleophilic nature of this electrolyte, a fully reversible Mg/S battery was constructed that displayed an extremely low overpotential of 0.3 V and a high discharge capacity of up to 1247 mA h g(-1) and yielded a specific energy of approximately 1200 W h kg(-1) (10 times higher that of the Chevrel benchmark) based on the weight of active sulfur. More significantly, commonly used sulfur-carbon nanotube (S-CNTs) cathodes with S contents of 80 wt% and S loadings of 1.5 mg cm(-2) were demonstrated to withstand more than 100 cycles without obvious capacity decay and to enable fast conversion processes, which achieved a charging current rate of up to 500 mA g(-1). Our findings convincingly validate the pivotal role of the newly designed non-nucleophilic Mg-ion electrolyte for practical Mg/S battery chemistry.",0
"An A/B/C triblock copolymer has been synthesized having potential applications as a self-contained nanoscale battery. A new organometallic compound was synthesized which serves as the anode. The polyelectrolyte block of the copolymer is an unsaturated polyether. The last block acts as the template to form metal oxide clusters and functions as the cathode. The triblock copolymer was synthesized by ring-opening metathesis polymerization using Grubbs's catalyst. GPC and NMR were used to monitor the polymerization. H-1 and C-13 NMR, FTIR, UV-vis, GPC with light scattering, and XPS were used to characterize the synthesized polymer.",9
"Connecting continuum-scale ion transport properties such as conductivity and cation transference number to microscopic transport properties such as ion dissociation and ion self-diffusivities is an unresolved challenge in characterizing polymer electrolytes. Better understanding of the relationship between microscopic and continuum scale transport properties would enable the rational design of improved electrolytes for applications such as lithium batteries. We present measurements of continuum and microscopic ion transport properties of nonflammable liquid electrolytes consisting of binary mixtures of lithium bis(trifluoromethanesulfonyl)imide (LiTFSI) and perfluoropolyethers (PFPE) with different end groups: diol, dimethyl carbonate, ethoxy-diol, and ethoxy-dimethyl carbonate. The continuum properties, conductivity and cation transference number, were measured by ac impedance spectroscopy and potentiostatic polarization, respectively. The ion self-diffusivities were measured by pulsed field gradient nuclear magnetic resonance spectroscopy (PFG-NMR), and a microscopic cation transference number was calculated from these measurements. The measured ion self-diffusivities did not reflect the measured conductivities; in some cases, samples with high diffusivities exhibited low conductivity. We introduce a nondimensional parameter, beta, that combines microscopic diffusivities and conductivity. We show that beta is a sensitive function of end-group chemistry. In the ethoxylated electrolytes, beta is close to unity, the value expected for electrolytes that obey the Nernst-Einstein equation. In these cases, the microscopic and continuum transference numbers are in reasonable agreement. PFPE electrolytes devoid of ethoxy groups exhibit values of beta that are significantly lower than unity. In these cases, there is significant deviation between microscopic and continuum transference numbers. We propose that this may be due to electrostatic coupling of the cation and anion or contributions to the NMR signal from neutral ion pairs.",16
"Due to the increasing energy density demands of battery technology, it is vital to develop electrolytes with high electron storage capacity. Polyoxometalate (POM) clusters can act as electron sponges, storing and releasing multiple electrons and have potential as electron storage electrolytes for flow batteries. Despite this rational design of clusters for high storage ability can not yet be achieved as little is known about the features influencing storage ability. Here we report that the large POM clusters, {P5W30} and {P8W48}, can store up to 23 e(-) and 28 e(-) per cluster in acidic aqueous solution, respectively. Our investigations reveal key structural and speciation factors influencing the improved behaviour of these POMs over those previously reported (P2W18). We show, using NMR and MS, that for these polyoxotungstates hydrolysis equilibria for the different tungstate salts is key to explaining unexpected storage trends while the performance limit for {P5W30} and {P8W48}, can be attributed to unavoidable hydrogen generation, evidenced by GC. NMR spectroscopy, in combination with the MS analysis, provided experimental evidence for a cation/proton exchange process during the reduction/reoxidation process of {P5W30} which likely occurs due to this hydrogen generation. Our study offers a deeper understanding of the factors affecting the electron storage ability of POMs and provides insights allowing for further development of these materials for energy storage.",1
"The reaction kinetics, reversibility and long-term stability of Zn anodes are crucial for rechargeable aqueous Zn batteries. Polymer electrolyte additives are low cost and effective to modify the deposition behavior of Zn anodes. Here, an interesting phenomenon appears that cycling stability and Coulombic efficiency of Zn anodes are improved by PEO additive in dilute aqueous electrolytes with different Zn salts, while the overpotential and longterm stability of Zn anodes vary significantly with different anions. Systematic electrochemical analysis coupled with NMR and MD simulation was performed to reveal the crucial role of salt anion in tuning the specific solvation structures and hydrogen bonding network of aqueous electrolytes with PEO additive, and interfacial double layer capacitance structures. The reaction kinetics and stability of Zn anodes were, therefore, intensively tuned by salt anions in aqueous electrolytes with PEO additives. The cycle life of Zn anode can be improved by 7?10 times with significantly reduced overpotential in bulky anion such as TFSI- based aqueous electrolyte than compact anion such as SO4 2- in PEO containing aqueous electrolytes. This work provides useful and low-cost concepts to effectively improve Zn anodes reaction dynamics and cycle life by choosing optimal electrolyte salts and additives.",0
